date,open,high,low,close,volume
2000-08-10,2.4399,2.5835,2.3921,2.5260,15643200
2000-08-11,2.5310,2.5502,2.3492,2.4663,13192800
2000-08-14,2.4973,2.5215,2.4112,2.4901,10857600
2000-08-15,2.5023,2.7748,2.4950,2.7251,44332800
2000-08-16,2.8728,2.8728,2.7607,2.7940,26623200
2000-08-17,2.7557,2.8609,2.7461,2.8468,12981600
2000-08-18,2.8345,2.9807,2.8299,2.9471,20472000
2000-08-21,3.0546,3.1074,2.9471,2.9926,46447200
2000-08-22,2.8372,2.8992,2.6841,2.7101,65887200
2000-08-23,2.6673,2.8728,2.6122,2.8682,35280000
2000-08-24,2.8514,2.9735,2.7989,2.9448,33261600
2000-08-25,2.9138,2.9758,2.8563,2.8705,15304800
2000-08-28,2.8851,3.0236,2.8514,2.9853,18926400
2000-08-29,2.9972,3.0045,2.9471,2.9781,14937600
2000-08-30,2.9448,3.0450,2.9138,3.0045,17808000
2000-08-31,3.0500,3.1576,2.9903,3.0381,38889600
2000-09-01,3.1002,3.1289,3.0094,3.0427,20414400
2000-09-05,3.1147,3.1170,3.0259,3.0477,24614400
2000-09-06,3.0596,3.0596,2.8131,2.8372,23013600
2000-09-07,2.8801,2.9949,2.7607,2.9903,23976000
2000-09-08,2.9566,3.0236,2.8035,2.8131,22264800
2000-09-11,2.7771,2.7940,2.5930,2.6983,28588800
2000-09-12,2.7006,2.8418,2.6409,2.6814,12597600
2000-09-13,2.6746,2.7247,2.6171,2.6803,23997600
2000-09-14,2.6937,2.8131,2.6217,2.6554,21633600
2000-09-15,2.6409,2.7511,2.6217,2.7132,24259200
2000-09-18,2.7197,2.7366,2.5260,2.5548,16348800
2000-09-19,2.4376,2.6409,2.4112,2.6336,30110400
2000-09-20,2.5620,2.6122,2.5069,2.5475,22756800
2000-09-21,2.5666,2.7151,2.5643,2.6569,34682400
2000-09-22,2.3944,2.7366,2.3921,2.7033,38726400
2000-09-25,2.7867,2.9375,2.7653,2.8969,46756800
2000-09-26,2.9279,2.9999,2.7940,2.9662,33734400
2000-09-27,2.9425,3.2678,2.9425,3.1289,67612800
2000-09-28,3.1002,3.2437,3.0236,3.2245,33381600
2000-09-29,3.1338,3.2437,3.0810,3.1338,37387200
2000-10-02,3.1767,3.3011,2.9807,3.0596,34058400
2000-10-03,3.0764,3.1002,2.8705,2.8946,30026400
2000-10-04,2.8181,2.9088,2.7798,2.8609,41956800
2000-10-05,2.8824,2.8824,2.7343,2.7940,52504800
2000-10-06,2.8012,2.8204,2.5812,2.6194,102717600
2000-10-09,2.5525,2.7174,2.3730,2.6768,66525600
2000-10-10,2.5643,2.6937,2.4495,2.4736,41594400
2000-10-11,2.3228,2.6313,2.2294,2.4950,53577600
2000-10-12,2.5502,2.6983,2.3730,2.3971,40161600
2000-10-13,2.4135,2.5643,2.3879,2.4928,57897600
2000-10-16,2.4928,2.4928,2.3779,2.4353,33921600
2000-10-17,2.4258,2.4353,2.2317,2.2581,46324800
2000-10-18,2.1123,2.3515,2.0117,2.2222,41695200
2000-10-19,2.3657,2.4686,2.3301,2.4376,29488800
2000-10-20,2.3802,2.7270,2.3634,2.6650,38736000
2000-10-23,2.6864,2.7033,2.5215,2.6049,18211200
2000-10-24,2.5930,2.6363,2.5119,2.5215,19396800
2000-10-25,2.4518,2.4878,2.2845,2.3014,38551200
2000-10-26,2.3155,2.4878,2.1529,2.3994,26577600
2000-10-27,2.4017,2.4610,2.2581,2.3443,21096000
